	HEX_600	01_HEX_weighted_average_distance	01_HEX_weighted_mean_home_distance	01_HEX_weighted_max_home_distance	01_HEX_weighted_median_home_distance	01_HEX_weighted_radius_of_gyration	01_HEX_weighted_num_reporting_2015	01_HEX_weighted_HEX_coverage	01_HEX_weighted_subject_coverage	01_HEX_weighted_subject_hhi	01_HEX_total_reporting	01_HEX_total_user	02_HEX_weighted_average_distance	02_HEX_weighted_mean_home_distance	02_HEX_weighted_max_home_distance	02_HEX_weighted_median_home_distance	02_HEX_weighted_radius_of_gyration	02_HEX_weighted_num_reporting_2015	02_HEX_weighted_HEX_coverage	02_HEX_weighted_subject_coverage	02_HEX_weighted_subject_hhi	02_HEX_total_reporting	02_HEX_total_user	03_HEX_weighted_average_distance	03_HEX_weighted_mean_home_distance	03_HEX_weighted_max_home_distance	03_HEX_weighted_median_home_distance	03_HEX_weighted_radius_of_gyration	03_HEX_weighted_num_reporting_2015	03_HEX_weighted_HEX_coverage	03_HEX_weighted_subject_coverage	03_HEX_weighted_subject_hhi	03_HEX_total_reporting	03_HEX_total_user	04_HEX_weighted_average_distance	04_HEX_weighted_mean_home_distance	04_HEX_weighted_max_home_distance	04_HEX_weighted_median_home_distance	04_HEX_weighted_radius_of_gyration	04_HEX_weighted_num_reporting_2015	04_HEX_weighted_HEX_coverage	04_HEX_weighted_subject_coverage	04_HEX_weighted_subject_hhi	04_HEX_total_reporting	04_HEX_total_user	05_HEX_weighted_average_distance	05_HEX_weighted_mean_home_distance	05_HEX_weighted_max_home_distance	05_HEX_weighted_median_home_distance	05_HEX_weighted_radius_of_gyration	05_HEX_weighted_num_reporting_2015	05_HEX_weighted_HEX_coverage	05_HEX_weighted_subject_coverage	05_HEX_weighted_subject_hhi	05_HEX_total_reporting	05_HEX_total_user	06_HEX_weighted_average_distance	06_HEX_weighted_mean_home_distance	06_HEX_weighted_max_home_distance	06_HEX_weighted_median_home_distance	06_HEX_weighted_radius_of_gyration	06_HEX_weighted_num_reporting_2015	06_HEX_weighted_HEX_coverage	06_HEX_weighted_subject_coverage	06_HEX_weighted_subject_hhi	06_HEX_total_reporting	06_HEX_total_user
20	38	220.606427349	251.047094499	507.5455458754	233.4937793646	89.7417759823	6.4342105263	1.6447368421	1.6052631579	0.819956862	5776	3724	296.27518993	314.9697530223	685.3800209638	290.9055284972	121.6088683438	6.6493506494	1.9220779221	1.6623376623	0.8126714379	5929	3850	307.5738769612	342.7452554798	659.1041867666	309.3991037477	66.4004516438	12.6984732824	4.7900763359	1.3778625954	0.8647771804	68644	50042	460.7143683403	256.6157633299	869.0204915653	47.0245013795	152.6692114893	4.25	1.875	2.25	0.55	64	32	460.7143683403	256.6157633299	869.0204915653	47.0245013795	152.6692114893	4.25	1.875	2.25	0.55	64	32	1860.7328356509	1567.242000022	3888.6130866095	1444.7763314946	732.6435600002	138.1956521739	43.652173913	3.2608695652	0.5594482115	2116	828
21	39	249.3892367784	207.2540436672	380.492534447	166.341231168	20.7117788339	2.0581395349	1.1395348837	1.2558139535	0.8484657623	7396	5332	249.3892367784	207.2540436672	380.492534447	166.341231168	20.7117788339	2.0581395349	1.1395348837	1.2558139535	0.8484657623	7396	5332	972.6558004539	833.9631294239	2047.4071065038	769.9469845119	382.9727700001	72.8068181818	23.2954545455	2.1818181818	0.7697115651	7744	4928	0	11.575169622	11.575169622	11.575169622	0	3	1	2	0.5555555556	9	3	0	11.575169622	11.575169622	11.575169622	0	3	1	2	0.5555555556	9	3	1590.8362941741	1452.3253776206	3398.6532452559	1176.382876101	525.8209319631	83.1785714286	25.8571428571	2.4642857143	0.5839947909	784	364
22	40	553.7710358842	396.7164371748	757.6287264211	350.1406011858	33.9530267636	2.1111111111	1.2777777778	1.4166666667	0.8097222222	1296	972	553.7710358842	396.7164371748	757.6287264211	350.1406011858	33.9530267636	2.1111111111	1.2777777778	1.4166666667	0.8097222222	1296	972	573.3468366464	576.4758139944	1200.9677025216	495.1453924939	154.9842932466	25.5157894737	8.3578947368	1.5263157895	0.8221247805	9025	6460	847.7932803962	791.6245140562	1752.3124446775	565.2103876254	277.7421556725	7.4923076923	3.2769230769	1.8	0.6838922856	4225	1690	847.7932803962	791.6245140562	1752.3124446775	565.2103876254	277.7421556725	7.4923076923	3.2769230769	1.8	0.6838922856	4225	1690	1404.1172041173	1110.1745684264	2925.5970465111	873.677369832	597.8738710449	35.9	21.6	2.4	0.5993735789	100	60
23	42	5.4687654812	37.9228297335	39.2070306677	37.9228297335	1.6286506714369155e-06	1.5625	1	1.1875	0.8697916667	256	208	5.4687654812	37.9228297335	39.2070306677	37.9228297335	1.6286506714369155e-06	1.5625	1	1.1875	0.8697916667	256	208	797.1372206916	613.963455682	1304.695807467	551.7273507888	157.360367948	10.5526315789	6.5	1.5	0.8090456787	1444	1102	559.2965000875	396.6516114843	960.7831574586	251.6907499821	102.1607955909	5.8228571429	1.7257142857	1.7885714286	0.6882087629	30625	10500	559.2965000875	396.6516114843	960.7831574586	251.6907499821	102.1607955909	5.8228571429	1.7257142857	1.7885714286	0.6882087629	30625	10500	0	11.575169622	11.575169622	11.575169622	0	3	1	2	0.5555555556	9	3
24	46	498.9420763362	613.4442241452	1044.3948534097	524.2507803997	109.4152273055	3.7878787879	1.9333333333	1.3818181818	0.8330484762	27225	18315	498.9420763362	613.4442241452	1044.3948534097	524.2507803997	109.4152273055	3.7878787879	1.9333333333	1.3818181818	0.8330484762	27225	18315	5.4687654812	37.9228297335	39.2070306677	37.9228297335	1.6286506714369155e-06	1.5625	1	1.1875	0.8697916667	256	208	1028.247472355	1816.4541764401	3095.6265569336	1668.5097558859	495.1498287856	6.8666666667	3.0666666667	1.3333333333	0.8947294552	225	120	1028.247472355	1816.4541764401	3095.6265569336	1668.5097558859	495.1498287856	6.8666666667	3.0666666667	1.3333333333	0.8947294552	225	120	1498.8276670791	1277.8278177578	3135.2265890179	1026.6573874739	534.3507965585	68.7066666667	26.76	2.4666666667	0.6440956651	5625	2250
25	47	300.4265920829	384.9340238693	656.4966206015	322.7571837642	43.8191762777	3.2598039216	1.3210784314	1.3700980392	0.8429816998	166464	105264	300.4265920829	384.9340238693	656.4966206015	322.7571837642	43.8191762777	3.2598039216	1.3210784314	1.3700980392	0.8429816998	166464	105264	793.3576954583	836.9214903475	1677.6433436587	729.8886365334	227.7078530033	30.0681818182	12.0113636364	1.6875	0.8085634936	30976	20416	342.5486771121	320.1210643693	657.5373258675	355.6700784778	100.4694263798	13.1935483871	1.9677419355	2.8709677419	0.5787115416	961	279	569.4395150624	576.2848923102	1127.8125615429	613.9931087136	188.7873990669	13.0606060606	2.2727272727	2.8181818182	0.5847099906	1089	330	832.4015118133	613.1191165578	1480.3570874416	465.8274431155	204.717483134	28.8449197861	8.9197860963	2.0481283422	0.6640945481	34969	12529
26	48	359.8362963054	1303.2512347602	1717.6753024644	1256.034930328	158.0266959682	3.085106383	1.7021276596	1.1914893617	0.9238498261	2209	1692	359.8362963054	1303.2512347602	1717.6753024644	1256.034930328	158.0266959682	3.085106383	1.7021276596	1.1914893617	0.9238498261	2209	1692	429.4196303896	481.6483917268	896.5246285756	416.0685275989	91.1482239022	13.5833333333	4.5357142857	1.4976190476	0.8278230488	176400	111300	304.0772530707	242.6631923304	671.8671336459	187.7636849149	101.2426016243	22.1319796954	2.2893401015	2.345177665	0.7523774187	38809	8865	304.0772530707	242.6631923304	671.8671336459	187.7636849149	101.2426016243	22.1319796954	2.2893401015	2.345177665	0.7523774187	38809	8865	1850.1552811192	2313.5023620397	4253.6613873249	2268.6767429938	718.7726203779	71.5789473684	24.8947368421	2.2631578947	0.7740264233	361	209
27	49	638.684715123	564.5693606669	865.8264656188	564.5693606669	0.0001360362	1.5714285714	1.2857142857	1.5714285714	0.7142857143	49	42	638.684715123	564.5693606669	865.8264656188	564.5693606669	0.0001360362	1.5714285714	1.2857142857	1.5714285714	0.7142857143	49	42	718.4616506332	1528.6772601153	2257.1746513921	1511.9775196865	267.7781777628	27.4901960784	9.9411764706	1.5490196078	0.8765980793	2601	1989	287.5019623584	170.8590709245	669.0635959805	42.7245011417	53.1936944945	14.8636363636	2	2	0.7415566252	484	220	287.5019623584	170.8590709245	669.0635959805	42.7245011417	53.1936944945	14.8636363636	2	2	0.7415566252	484	220	1258.7045804787	1062.9959843144	2452.4923478343	1026.334500735	459.3197053423	94.4210526316	26.8947368421	3.3421052632	0.5512874127	1444	494
28	50	385.0305532385	291.8461057051	559.6729031997	308.0522739016	45.8112062979	6.6911764706	1.4852941176	1.8970588235	0.7858832028	4624	2924	490.7796089544	413.4169091248	784.1702120943	431.1936397149	89.0084854241	6.8142857143	1.6428571429	1.9	0.7827918527	4900	3080	638.684715123	564.5693606669	865.8264656188	564.5693606669	0.0001360362	1.5714285714	1.2857142857	1.5714285714	0.7142857143	49	42	852.0864038539	1236.7186727342	2010.5856416223	1314.769946043	254.6091218843	5.8235294118	1.9411764706	1.8235294118	0.5393415805	289	170	852.0864038539	1236.7186727342	2010.5856416223	1314.769946043	254.6091218843	5.8235294118	1.9411764706	1.8235294118	0.5393415805	289	170	636.7362703298	513.6648415619	1343.5525661538	443.7410317655	236.9943205517	45.2924528302	11.0047169811	2.5330188679	0.7338178822	44944	11236
29	51	229.9154446025	319.9702166057	568.0142007142	293.1999122471	49.3704191235	11.4801980198	1.6485148515	1.7054455446	0.8526444344	163216	89284	229.9154446025	319.9702166057	568.0142007142	293.1999122471	49.3704191235	11.4801980198	1.6485148515	1.7054455446	0.8526444344	163216	89284	845.2512358392	670.8750612859	1478.2507937785	652.2999096057	232.7301148465	48.4533333333	14.16	2.2266666667	0.7526522891	5625	3525	1189.2140209799	962.7538349331	2759.933641861	766.3737333785	383.7865737487	12.2380952381	6.6666666667	2.5714285714	0.455038065	441	231	1189.2140209799	962.7538349331	2759.933641861	766.3737333785	383.7865737487	12.2380952381	6.6666666667	2.5714285714	0.455038065	441	231	757.8388124855	530.5158451339	1621.059586872	367.9975895171	239.5772228262	61.125	17.6666666667	2.4166666667	0.7083122006	576	288
30	52	270.8107615283	469.2143271472	723.5976154972	425.8457035284	18.0102081901	5.8923076923	1.3846153846	1.3846153846	0.8894499347	4225	3120	270.8107615283	469.2143271472	723.5976154972	425.8457035284	18.0102081901	5.8923076923	1.3846153846	1.3846153846	0.8894499347	4225	3120	400.884749581	454.3204416008	911.5824720404	418.9413302002	119.9132524174	23.5799522673	6.0811455847	1.8233890215	0.8396644177	175561	95951	507.4058024451	286.7664158506	793.9030173026	33.1981151245	0.0044901019	3.5	1.125	1.5	0.7777777778	64	24	507.4058024451	286.7664158506	793.9030173026	33.1981151245	0.0044901019	3.5	1.125	1.5	0.7777777778	64	24	1521.8042023588	1660.3814560208	3316.0582137912	1682.454481827	538.2833766544	69.8	24.65	2.35	0.5426933214	400	260
31	58	0	91.6433611167	91.6433611167	91.6433611167	0	1	1	1	1	1	1	0	91.6433611167	91.6433611167	91.6433611167	0	1	1	1	1	1	1	439.7878780165	589.1404774245	1062.9832235922	530.9249828752	85.8247104673	22.7313432836	7.0149253731	1.552238806	0.8731267584	4489	3350	402.2321561908	556.3697053719	1814.2924861512	460.1854061923	238.1672171506	40.6351351351	4.6351351351	3.4121621622	0.45718881	21904	4736	402.2321561908	556.3697053719	1814.2924861512	460.1854061923	238.1672171506	40.6351351351	4.6351351351	3.4121621622	0.45718881	21904	4736	1945.2102741081	1540.6616233394	4087.8928195964	1324.9970265597	663.8622215394	31.68	18.28	2.8	0.4786893478	625	375
32	61	284.1176466908	674.6417467294	932.6286332224	700.6588378324	84.8697072951	2.862745098	1.3137254902	1.2745098039	0.8317413112	2601	1938	284.1176466908	674.6417467294	932.6286332224	700.6588378324	84.8697072951	2.862745098	1.3137254902	1.2745098039	0.8317413112	2601	1938	0	91.6433611167	91.6433611167	91.6433611167	0	1	1	1	1	1	1	245.4675883718	416.3520739268	1037.4063608747	332.0033427168	99.0922556084	15.8970588235	2.2058823529	2.5	0.5838144061	4624	1564	245.4675883718	416.3520739268	1037.4063608747	332.0033427168	99.0922556084	15.8970588235	2.2058823529	2.5	0.5838144061	4624	1564	1071.4891198633	714.0712685517	1992.1371022869	448.2966636055	247.5216568159	113.8888888889	31.3333333333	2.2222222222	0.7229901997	81	36
33	62	900.0632374126	680.5507469605	1769.0904002673	574.8076153542	206.6623215594	7.2820512821	4.1025641026	1.8717948718	0.6745076761	1521	1014	900.0632374126	680.5507469605	1769.0904002673	574.8076153542	206.6623215594	7.2820512821	4.1025641026	1.8717948718	0.6745076761	1521	1014	563.7150956091	862.7803845766	1476.0234937516	870.9555793196	199.3642135761	26.7222222222	9.7592592593	1.5	0.8167382672	2916	2214	711.2095718416	775.467348383	1840.6552085282	707.9357826997	254.0978004309	12.6666666667	8.5555555556	1.7777777778	0.845401919	81	36	711.2095718416	775.467348383	1840.6552085282	707.9357826997	254.0978004309	12.6666666667	8.5555555556	1.7777777778	0.845401919	81	36	800.9757886486	847.0766861473	2581.4514289862	733.0956083458	385.7822688166	84.0869565217	19.850931677	3.6956521739	0.4483952263	25921	5796
34	64	576.1182921065	1017.7871472841	1379.5250437785	929.5894774663	0.0051731842	2.1739130435	1.0869565217	1.2608695652	0.8792270531	529	345	576.1182921065	1017.7871472841	1379.5250437785	929.5894774663	0.0051731842	2.1739130435	1.0869565217	1.2608695652	0.8792270531	529	345	1366.4936900283	1042.7950972407	2633.3311539826	917.4087037641	385.9736751298	19.0465116279	11.0930232558	2.0697674419	0.6678426441	1849	1290	526.1117554268	809.2044667109	1205.3083896205	891.4646190655	237.0083592263	7.625	2.125	2	0.73359375	64	16	526.1117554268	809.2044667109	1205.3083896205	891.4646190655	237.0083592263	7.625	2.125	2	0.73359375	64	16	400.0719372847	538.8358756598	1355.0959224292	448.5626109371	158.9356898318	20.4366197183	5.0704225352	2.5633802817	0.5823950509	5041	1846
35	65	213.4532598736	412.4836752938	1024.8254847737	366.4148200233	114.073795858	20.1618122977	2.7475728155	2.1974110032	0.7116956113	95481	51912	213.4532598736	412.4836752938	1024.8254847737	366.4148200233	114.073795858	20.1618122977	2.7475728155	2.1974110032	0.7116956113	95481	51912	784.7865157358	1147.567269904	1804.4619078778	1047.9017930491	92.8240822401	43.625	12.4166666667	1.5416666667	0.8544546582	576	384	2602.5086940845	3116.3826042567	9729.9840199614	2387.4355275578	1095.2534273376	38	18	3	0.5609418283	25	5	2602.5086940845	3116.3826042567	9729.9840199614	2387.4355275578	1095.2534273376	38	18	3	0.5609418283	25	5	5213.6216237571	4776.6981353795	11093.5596394972	4552.023145148	2255.4949400702	90.5	62	2	0.8839938817	4	4
36	66	154.681322806	239.2901892974	570.6410537285	196.1645222126	50.6637551043	8.7518796992	1.6390977444	1.7969924812	0.7665366888	17689	10773	154.681322806	239.2901892974	570.6410537285	196.1645222126	50.6637551043	8.7518796992	1.6390977444	1.7969924812	0.7665366888	17689	10773	426.9420283907	565.8248686734	1443.5918964906	509.0107710696	192.2942510351	42.5882352941	10.4055727554	2.386996904	0.6964137196	104329	55879	265.9610477336	396.9845839155	947.0120419252	327.6303327369	98.5089499567	9.1785714286	2.4285714286	1.6071428571	0.717228988	784	252	368.9863358588	575.7157944711	1134.9870140255	525.9891000469	110.2312809684	8.9655172414	2.4482758621	1.5862068966	0.7269797125	841	290	1239.5745843977	1187.8372914033	2987.083410049	1088.2674229135	441.9907944939	38.6	22.8	2.3	0.7951975294	100	50
37	72	0	37.2836834327	37.2836834327	37.2836834327	0	1.2222222222	1	1	1	81	72	0	37.2836834327	37.2836834327	37.2836834327	0	1.2222222222	1	1	1	81	72	241.9344823983	309.221866935	747.0994913657	262.4379122246	82.3682017618	11.2116788321	3.1386861314	1.8467153285	0.7598543695	18769	11645	1052.8494130731	1034.9638714001	2030.3871205895	1223.0241897689	272.1050687796	7.7076923077	2.8153846154	2.2	0.5845184002	4225	1495	1052.8494130731	1034.9638714001	2030.3871205895	1223.0241897689	272.1050687796	7.7076923077	2.8153846154	2.2	0.5845184002	4225	1495	1942.915005385	1785.2566084177	4191.2203550019	1743.7399309335	771.3102359933	211.5454545455	64.9090909091	3.5454545455	0.616498834	121	44
38	73	191.7996695734	391.3232750154	661.6079443241	374.4403835945	63.5244643388	4.1111111111	2.9166666667	1.2777777778	0.9196838131	1296	1008	191.7996695734	391.3232750154	661.6079443241	374.4403835945	63.5244643388	4.1111111111	2.9166666667	1.2777777778	0.9196838131	1296	1008	947.9312043195	898.9954019685	2047.5156754444	858.1454037445	410.0899891037	17.4545454545	12.0909090909	1.1818181818	0.9789079785	121	110	627.1011133864	552.2820582507	1203.4944915778	445.242785601	162.2125315595	7.6780487805	2.443902439	2.1902439024	0.5551925243	42025	13530	627.1011133864	552.2820582507	1203.4944915778	445.242785601	162.2125315595	7.6780487805	2.443902439	2.1902439024	0.5551925243	42025	13530	6136.8961829804	4870.0687056502	12956.4792074668	4317.0851283381	2242.4804097425	207.5	129	6.5	0.3719577539	4	4
39	74	210.4447021707	1277.0393970947	1435.4809662586	1309.9434580366	94.8033436905	3.85	1.45	1.4	0.8934375	400	240	210.4447021707	1277.0393970947	1435.4809662586	1309.9434580366	94.8033436905	3.85	1.45	1.4	0.8934375	400	240	348.639129785	513.15688322	1003.3195464703	486.2461079524	119.4569853313	11.3513513514	6.9189189189	1.4324324324	0.9041074404	1369	1073	2093.7749929128	1797.7239603829	4008.8601077525	1568.6399022398	685.4016828333	13.6363636364	10.3636363636	2.6363636364	0.5329438821	121	110	2093.7749929128	1797.7239603829	4008.8601077525	1568.6399022398	685.4016828333	13.6363636364	10.3636363636	2.6363636364	0.5329438821	121	110	5931.5441638836	4486.7403614376	12093.0154866794	3946.0015616465	2289.7960344755	570	190	7	0.3426235299	4	4
40	75	0	2382.8065206949	2382.8065206949	2382.8065206949	0	1.25	1	1	0.8125	16	16	0	2382.8065206949	2382.8065206949	2382.8065206949	0	1.25	1	1	0.8125	16	16	929.2202199667	1682.824995687	2833.5033092708	1662.969193412	368.8875041707	101.8695652174	31.5652173913	2.2173913043	0.8165863989	529	322	462.4864455698	356.1801830812	937.4723739303	268.236141092	135.5292802662	24.8636363636	3.0795454545	3.4886363636	0.4836393262	7744	1848	462.4864455698	356.1801830812	937.4723739303	268.236141092	135.5292802662	24.8636363636	3.0795454545	3.4886363636	0.4836393262	7744	1848	2602.5086940845	3116.3826042567	9729.9840199614	2387.4355275578	1095.2534273376	38	18	3	0.5609418283	25	5
41	76	0	1968.112596366	1968.112596366	1968.112596366	0	1	1	1	1	1	1	0	1968.112596366	1968.112596366	1968.112596366	0	1	1	1	1	1	1	2045.6320609935	3211.89391568	5907.3640829522	3027.5660565759	747.4934699142	70	43.6666666667	2.8333333333	0.6656525846	36	36	429.8038900655	324.7422219933	910.1899435408	202.8455381557	161.5716966318	19.8857142857	3.2857142857	2.8285714286	0.6300668544	1225	420	429.8038900655	324.7422219933	910.1899435408	202.8455381557	161.5716966318	19.8857142857	3.2857142857	2.8285714286	0.6300668544	1225	420	1188.8717674366	1162.9966548235	2782.106546388	1045.5571274348	426.1446772661	82.7058823529	28.8823529412	2.3823529412	0.6704783473	1156	442
42	77	2246.3314163	2767.0127128998	7639.0492880926	2246.3362295434	782.3272905507	27.5714285714	13.2857142857	2.5714285714	0.6149584488	49	21	2246.3314163	2767.0127128998	7639.0492880926	2246.3362295434	782.3272905507	27.5714285714	13.2857142857	2.5714285714	0.6149584488	49	21	3954.3627759224	3647.1977730804	8718.0478565749	3286.7052398863	1526.5306896503	380.3333333333	127	5	0.5617490199	9	9	30.9337219627	51.1874894021	66.3442634905	51.1874894021	3.519862321287417e-05	4.2727272727	1	1	0.898989899	121	33	30.9337219627	51.1874894021	66.3442634905	51.1874894021	3.519862321287417e-05	4.2727272727	1	1	0.898989899	121	33	2092.2363264819	1757.8796286877	4273.7369479959	1791.4118634447	738.8989007244	189.9347826087	55.8913043478	3.4456521739	0.516447867	8464	2760
43	78	243.2246953006	395.5098698449	673.2562541248	368.9082392558	37.7861940715	4.3150684932	1.602739726	1.2739726027	0.860717968	5329	3650	283.9067183825	465.5731106582	750.6215241073	446.0856223027	43.2006583313	4.2972972973	1.6216216216	1.2702702703	0.8626001576	5476	3774	2246.3314163	2767.0127128998	7639.0492880926	2246.3362295434	782.3272905507	27.5714285714	13.2857142857	2.5714285714	0.6149584488	49	21	1581.2245281514	7155.5198791111	8798.3839443355	7557.0839874067	455.6124772304	18	13	4	0.2561728395	1	1	1581.2245281514	7155.5198791111	8798.3839443355	7557.0839874067	455.6124772304	18	13	4	0.2561728395	1	1	1023.2640207243	888.6888906421	2095.0958356713	751.6487725899	332.2863929911	35.7591836735	12.6244897959	2.5224489796	0.5325054199	60025	18865
44	79	617.2396777111	930.0639748092	1442.5687222103	1012.6580335522	119.5109912654	4.1621621622	1.8378378378	1.5878378378	0.7668492974	21904	14060	617.2396777111	930.0639748092	1442.5687222103	1012.6580335522	119.5109912654	4.1621621622	1.8378378378	1.5878378378	0.7668492974	21904	14060	642.1535887752	725.2979545954	1483.8353411949	674.7543605294	183.4058303225	36.3291139241	13.0506329114	1.6329113924	0.8296995419	6241	4266	66.9400416462	82.5596979124	122.383162649	70.7178581249	0.0003491701	3.5882352941	1.1764705882	1.7058823529	0.722875817	289	102	66.9400416462	82.5596979124	122.383162649	70.7178581249	0.0003491701	3.5882352941	1.1764705882	1.7058823529	0.722875817	289	102	2093.7749929128	1797.7239603829	4008.8601077525	1568.6399022398	685.4016828333	13.6363636364	10.3636363636	2.6363636364	0.5329438821	121	110
45	80	299.4945194426	302.1749219277	564.7925578868	264.3420755602	57.3359675976	3.5551724138	1.524137931	1.4879310345	0.8052835646	336400	226200	297.9533812637	301.016031148	562.2822899066	263.3778649505	57.0409283132	3.5454545455	1.5214408233	1.4888507719	0.8045702701	339889	228536	1230.8685856447	1326.2956712572	2712.6217557967	1343.9240461009	388.4542634472	100.5085714286	29.8914285714	2.3371428571	0.7029325929	30625	17850	1718.9404587995	1476.1924496109	3570.5751285224	1293.5106630728	729.1493039007	19.6666666667	9.4444444444	3.6666666667	0.400160674	81	45	2151.7565275287	1845.8823847291	4633.5976284384	1629.5794430227	910.5851622924	20	10.8	3.9	0.3860425272	100	60	847.8158085259	667.2942074177	1727.6026239999	553.2209461094	275.8332234535	46.0947368421	12.8421052632	3.6526315789	0.479288342	9025	2375
46	81	0	141.2544704823	141.2544704823	141.2544704823	0	1	1	1	1	9	9	0	141.2544704823	141.2544704823	141.2544704823	0	1	1	1	1	9	9	474.8808637399	449.4435030903	954.0813547056	395.5513218338	130.6764984265	14.8539325843	5.5842696629	1.6645264848	0.7796369629	388129	251069	526.5206550185	292.8363077182	855.7940161629	40.5179316667	5.837583123	3.5652173913	1.2608695652	1.6956521739	0.5592995169	529	230	526.5206550185	292.8363077182	855.7940161629	40.5179316667	5.837583123	3.5652173913	1.2608695652	1.6956521739	0.5592995169	529	230	429.8038900655	324.7422219933	910.1899435408	202.8455381557	161.5716966318	19.8857142857	3.2857142857	2.8285714286	0.6300668544	1225	420
47	82	1853.1124332009	1579.3290921999	3033.8255248695	1439.3332788903	418.8873620363	8.9444444444	6.8333333333	2.0555555556	0.686799039	324	288	1853.1124332009	1579.3290921999	3033.8255248695	1439.3332788903	418.8873620363	8.9444444444	6.8333333333	2.0555555556	0.686799039	324	288	0	141.2544704823	141.2544704823	141.2544704823	0	1	1	1	1	9	9	557.3341818643	535.1051927854	1287.6848357675	534.5576836105	185.9638249531	7.4534883721	2.7558139535	1.9534883721	0.7090700083	7396	2666	557.3341818643	535.1051927854	1287.6848357675	534.5576836105	185.9638249531	7.4534883721	2.7558139535	1.9534883721	0.7090700083	7396	2666	527.9275532494	455.1857635008	1169.5603435109	422.8595473551	177.7523440205	26.5833333333	13.5	1.5	0.8526872427	144	48
48	83	236.22183748	280.2207822605	548.2517785981	242.4691935041	58.1793891073	11.4195121951	1.8975609756	2.1317073171	0.7356598083	42025	25010	236.22183748	280.2207822605	548.2517785981	242.4691935041	58.1793891073	11.4195121951	1.8975609756	2.1317073171	0.7356598083	42025	25010	1853.1124332009	1579.3290921999	3033.8255248695	1439.3332788903	418.8873620363	8.9444444444	6.8333333333	2.0555555556	0.686799039	324	288	869.5870803235	595.7943510988	3374.0697114178	370.9764207765	773.2867253463	13.0487804878	4.3658536585	2.8536585366	0.5977068838	1681	533	869.5870803235	595.7943510988	3374.0697114178	370.9764207765	773.2867253463	13.0487804878	4.3658536585	2.8536585366	0.5977068838	1681	533	3582.6900936803	5644.014984636	10188.1968632481	5663.0845194303	1341.6357338788	507.5	143	6	0.2704312074	4	4
49	84	158.6511894616	182.8097062615	398.5705626295	137.9004016898	59.5264145491	8.1263157895	1.8421052632	1.7368421053	0.81634042	9025	6175	158.6511894616	182.8097062615	398.5705626295	137.9004016898	59.5264145491	8.1263157895	1.8421052632	1.7368421053	0.81634042	9025	6175	416.3640154869	422.1431790421	915.1712027676	371.0254440219	123.6054449607	21.3773584906	6.3113207547	2.25	0.7253886438	44944	26712	501.1150111764	384.7467700819	1384.2721914011	233.3319076091	222.9994103252	10.0419354839	1.7774193548	1.9419354839	0.7006345473	96100	25730	501.1150111764	384.7467700819	1384.2721914011	233.3319076091	222.9994103252	10.0419354839	1.7774193548	1.9419354839	0.7006345473	96100	25730	412.0507431413	346.9158609569	816.0297197906	295.8400922201	130.6632785731	11.3333333333	7.0555555556	1.9444444444	0.704969243	324	126
50	92	341.7315127349	404.536820652	574.7703282597	404.536820652	0.0121864518	2.3939393939	1.0303030303	1.0606060606	0.8678451178	1089	726	341.7315127349	404.536820652	574.7703282597	404.536820652	0.0121864518	2.3939393939	1.0303030303	1.0606060606	0.8678451178	1089	726	158.6511894616	182.8097062615	398.5705626295	137.9004016898	59.5264145491	8.1263157895	1.8421052632	1.7368421053	0.81634042	9025	6175	1068.4687535843	1290.9511530371	2834.220739981	1171.8921847404	386.8649339109	8.0129032258	2.9096774194	2.0387096774	0.6762516185	24025	7285	903.3272411392	1074.1504445735	2376.5452201277	975.205535624	329.4067468359	13.6476683938	2.6476683938	2.6269430052	0.6400903603	37249	9457	2721.6468047819	2260.9294230164	5831.7380356632	2016.6475053946	1122.2419723706	57.8333333333	32.5833333333	4.25	0.4014035251	144	96
51	93	87.8458071195	507.8878031484	599.1580289942	530.196920276	25.3118042906	2.1666666667	1.6666666667	1.3888888889	0.8475651578	324	288	87.8458071195	507.8878031484	599.1580289942	530.196920276	25.3118042906	2.1666666667	1.6666666667	1.3888888889	0.8475651578	324	288	507.9999887545	536.7318194147	949.1870016561	525.3225666574	62.747938058	10.3235294118	5.4411764706	1.2352941176	0.8524190268	1156	782	2046.2903383434	2114.9279102158	4876.5004716395	1847.4622151624	723.4044525083	20.5	5.0263157895	2.8157894737	0.429251097	5776	3496	2046.2903383434	2114.9279102158	4876.5004716395	1847.4622151624	723.4044525083	20.5	5.0263157895	2.8157894737	0.429251097	5776	3496	1095.6310305231	779.8427840441	2107.8132903391	516.843721879	273.8055041137	83.8076923077	24.7692307692	2.1538461538	0.5543824932	676	312
