	HEX_600	HEX_weighted_average_distance	HEX_weighted_mean_home_distance	HEX_weighted_max_home_distance	HEX_weighted_median_home_distance	HEX_weighted_radius_of_gyration	HEX_weighted_num_reporting_2015	HEX_weighted_HEX_coverage	HEX_weighted_subject_coverage	HEX_weighted_subject_hhi	HEX_total_reporting	HEX_total_user	HEX_normalized_total_311_per_100	HEX_num_311_including_government_users	HEX_total_population	HEX_income_below_poverty	HEX_below_poverty_unemployed	HEX_above_poverty_unemployed	HEX_total_housing_units	HEX_Owner_occupied_housing_units	HEX_Renter_occupied_housing_units	HEX_less_than_bacholar	HEX_estimate_total_for_degree	HEX_White_population	HEX_Black_or_African_American_population	HEX_American_Indian_and_Alaska_Native_population	HEX_Asian_population	HEX_Native_Hawaiian_and_Other_Pacific_Islander_population	HEX_Some_other_race_population	HEX_Mean_travel_time_to_work_minutes	HEX_Foreign_born_population	HEX_Citizen_population	HEX_obrien.IndividualNeeds	HEX_obrien.PublicNeeds	HEX_minkoff.CausedByHumanBehavior	HEX_minkoff.CausedByUsage	HEX_wheeler.Detritus	HEX_wheeler.Infrastructure	HEX_600_coverage_in_HEX	HEX_income_below_poverty_percentage	HEX_renter_occupied_housing_units_percentage	HEX_below_poverty_unemployed_percentage	HEX_above_poverty_unemployed_percentage	HEX_less_than_bacholar_percentage	poverty_index	HEX_Foreign_born_population_percentage	HEX_Citizen_population_percentage	HEX_White_population_percentage	HEX_Black_or_African_American_population_percentage	HEX_American_Indian_and_Alaska_Native_population_percentage	HEX_Some_other_race_population_percentage	user_type	frequency
	166	725.3466895295	2705.3120143509	3824.0833681628	2583.0615073794	243.8128558983	11.2777777778	6.1666666667	1.8333333333	0.243543013	324	162	115.9055733	520	448.6410663	36.83192861	2.843741921	9.11426625	252.6449143	105.3749624	147.2699519	107.0162241	386.8412274	407.4300539	12.31046721	1.635885374	31.89533084	1.178821984	1.728955326	25.471881429	73.09035278	422.8272344	40	382	21	190	53	156	10.835	-0.7064752843	-0.042878646	-0.902580349	-0.6639047368	-1.01654726	-1.0593601769	0.1629149854	0.9424621734	0.9081425766	0.0274394569	0.0036463122	0.0038537607	non_gov	heavy
	167	1547.5645702125	1672.6729427773	2983.5516853013	1448.1337278472	473.5042888303	4.5	3.5	3	0.6925	4	4	18.92800387	87	459.6364234	29.28415224	2.13780079	11.56644272	248.0405264	114.5188302	133.5216962	92.35547705	408.2420605	410.3876492	7.322719664	4.862568317	43.19846191	2.484242	2.54375323	25.6229882108	82.42666627	427.534337	5	66	4	30	17	26	18.40625	-0.9399863756	-0.2657379841	-1.0462630154	-0.3282237268	-1.2753015929	-1.4390815488	0.1793301446	0.9301576534	0.8928527599	0.0159315478	0.0105791623	0.0055342725	non_gov	heavy
	168	1405.7340665686	1246.5581325175	2081.6151684127	1619.0823206771	339.3158952968	3	3	3	0.6666666667	1	1	15.9862474	52	325.27959	19.04779081	1.334558592	8.7352926	172.4007053	82.25733865	90.14336669	60.57373049	290.8651742	287.7254138	3.935076999	4.246322792	34.12243069	2.062499642	2.062499642	25.5800168004	60.90440118	300.5295943	7	31	0	14	9	12	15.07142857	-1.0054395946	-0.3428512763	-1.0929451889	-0.2112046501	-1.3765328387	-1.5610075539	0.1872370817	0.9239116242	0.8845480093	0.012097522	0.0130543782	0.006340698	non_gov	heavy
	177	878.7654448733	535.6993469527	5163.1049544062	153.1456816537	1197.1541530603	22.0208333333	3.75	2.8333333333	0.3581665802	2304	384	22.84967383	237	1037.21393	200.8381383	4.799879609	18.95601128	433.0463253	197.7246333	235.3216919	272.3474953	745.8616371	797.3172634	53.8690284	10.99763403	183.9755867	0	22.80211471	32.1167512782	285.0316711	913.3814615	55	157	0	85	34	41	7.410714286	0.7101515357	-0.2402379669	-1.0482556872	-0.8050830112	-0.8511083347	-0.3668658627	0.2748050936	0.8806104846	0.7687105238	0.0519362755	0.0106030528	0.0219840035	non_gov	heavy
	178	711.5673874499	681.6327767015	1479.2751570934	996.6715914532	123.0317022595	6.8148148148	2.4074074074	1.8888888889	0.2607721619	729	297	33.29512254	404	1213.390939	264.8107559	15.13930321	44.20092026	516.645434	168.7197083	347.9257257	305.6055103	813.7886663	914.7637111	54.22959996	24.75850827	269.8060002	0	7.097269051	31.5569420753	330.455583	1049.840113	80	290	0	150	83	94	5.519774011	1.0226997293	0.4093642908	-0.3799337878	0.4514880135	-0.9248434038	0.5425833194	0.2723405725	0.8652117626	0.7538903429	0.0446926034	0.0204043952	0.0058491199	non_gov	heavy
	179	510.1898455321	484.1742550535	1915.9683723101	325.9870043594	371.9276585559	8.8636363636	2.5454545455	2.1363636364	0.3243880254	1936	616	26.63739122	651	2443.933021	546.5359115	13.4558241	58.98206507	1118.685937	195.4019602	923.2839767	631.6776512	1659.108051	1842.217153	94.68539531	18.2513654	544.657807	0	30.40985011	32.2644828858	826.3531706	2071.229696	138	423	9	216	137	106	4.575342466	1.0911510778	1.1682527974	-0.9734860508	-0.3995441626	-0.8793790851	0.7166546839	0.3381243117	0.8474985518	0.7537919972	0.0387430402	0.0074680301	0.0124429965	non_gov	heavy
	180	323.544283796	396.6720482349	701.9377341234	476.2747688481	68.3293336425	7.25	1.6818181818	1.8409090909	0.2704857862	7744	2112	29.68647313	1134	3819.921603	944.8434531	35.20922448	70.12900542	1949.07875	261.5255871	1687.553163	962.5346107	2690.671983	2983.519117	158.330775	45.22976651	730.7103414	9.014946718	56.42091849	33.6250526185	1214.139756	3255.992499	165	852	6	432	226	177	5.149553571	1.392378659	1.3705536354	-0.6574728323	-0.7993468232	-0.9240392094	1.1781543162	0.3178441555	0.8523715504	0.781041976	0.0414486975	0.011840496	0.0147701771	non_gov	heavy
	181	867.1958386448	978.81214271	1722.3195870209	1018.7598683066	251.28052702	5.76	1.88	1.6	0.3270394558	625	200	22.15207086	645	2911.691661	882.0636821	49.49577083	46.97263392	1610.96104	179.9509622	1431.010078	665.2942796	2162.222546	2322.347117	197.3162488	54.8273061	397.5751325	2.865902769	47.06523346	34.6532407432	692.0499396	2558.978361	98	485	11	289	123	140	9.570815451	2.0984621656	1.4828404381	0.0051035445	-0.9534671913	-1.0856597454	2.0019285328	0.2376796791	0.8788631005	0.7975937659	0.0677668764	0.0188300522	0.016164223	non_gov	heavy
	184	2126.0893189437	2232.1639488534	4993.7989225588	2038.0481436248	792.1473887735	9.4	3.4	2.15	0.382375	400	240	17.05239921	475	2785.531784	470.670595	24.63141769	9.814405558	657.5379622	62.47648924	595.0614729	146.6456002	748.8900971	2008.739387	128.6190407	15.22753247	558.8292186	5.88643161	133.8051816	19.1079340975	620.3606959	2288.551687	43	374	32	242	71	158	5.737967914	0.3969094676	1.566216631	-0.6893714227	-1.8263433115	-2.2957017501	0.4949512741	0.2227081735	0.8215851997	0.7211331777	0.0461739627	0.0054666518	0.0480357763	non_gov	heavy
	185	816.2800465567	976.7815007178	1737.1869670547	980.1490317611	266.000155443	8	3.75	2.4583333333	0.4037268519	576	240	28.48977213	1192	4183.957649	1418.946089	51.64566381	27.87756787	2543.188105	188.7806895	2354.407415	608.2136181	2775.992119	3130.379268	196.4119673	18.68275195	748.4307177	0	146.8386872	24.2412264809	1172.731805	3281.079668	79	929	101	555	241	389	3.234567901	2.55825666	1.6700644689	-0.3912683774	-1.6090001365	-1.6576507715	2.1090633269	0.2802924655	0.7842047992	0.7481861746	0.046944062	0.0044653301	0.0350956438	non_gov	heavy
	186	683.3915851072	524.5427825184	1251.8920801902	400.8126487612	259.1607778452	6.4666666667	2.5333333333	1.8333333333	0.3311413139	900	450	15.73320817	727	4620.799472	1246.733044	118.4494131	39.26199394	1373.012183	125.0754148	1247.936768	459.4570019	1338.409129	3280.843678	373.2201035	41.46292042	904.0489406	11.00427753	154.4803151	19.7553143696	1161.613215	3702.554853	120	519	61	290	92	215	5.076595745	1.6776792976	1.5858020564	0.7403328135	-1.4820512771	-1.9737474177	2.0805004881	0.2513879302	0.8012801411	0.7100164588	0.0807695953	0.0089731053	0.0334315125	non_gov	heavy
	187	501.7818305363	500.4048459945	1027.4146759049	440.1565492827	137.2757249308	8.4065934066	3.3736263736	1.6813186813	0.2477675611	8281	3094	24.07963937	1588	6594.78315	1746.904107	122.0862791	66.37899615	2672.647319	304.3635051	2368.283814	894.5924795	2980.839264	4623.506334	655.3007381	59.48482655	1163.488378	18.02322207	257.3826642	21.8592033111	1787.182727	5309.449631	171	1206	91	681	320	414	7.239168111	1.6152263063	1.4719649511	0.133977828	-1.373464474	-1.7245126839	1.6884780126	0.2709994683	0.8050984407	0.701085423	0.0993665331	0.0090199822	0.0390282225	non_gov	heavy
	188	282.5468922478	247.2452322957	808.0140354777	173.3086799894	151.4339402281	19.442687747	3.7865612648	2.628458498	0.4038121955	64009	16192	58.13880524	3086	5307.986614	715.6075143	53.02143227	114.3717981	2799.966736	1086.315391	1713.651345	1054.887561	3949.044545	3826.791127	896.3748377	28.75866109	516.8170504	3.965300853	100.3832594	23.2673342085	779.6633534	4868.836341	373	2336	153	1106	871	573	4.386879731	-0.0368666752	0.1025713863	-0.591763815	-0.5786292545	-1.290410689	-0.4381955323	0.1468849509	0.9172661303	0.7209496567	0.168872852	0.005417998	0.0189117394	non_gov	heavy
	189	517.4374547941	587.1975003123	1380.3720115118	415.9757572249	159.4076963305	31.5431034483	3.8318965517	2.3534482759	0.371811776	53824	14152	58.41075596	3168	5423.658619	565.2218247	36.62270201	122.0313438	2799.813344	1437.843853	1361.969492	1131.783891	4378.463365	4161.539703	342.8304196	56.23546964	810.9656264	73.61831218	282.6648041	24.8057823374	960.4102183	4938.662878	372	2403	88	1160	724	607	4.749369218	-0.4255588268	-0.5248141532	-0.8673446493	-0.5126772348	-1.2220144759	-1.1748160837	0.1770779258	0.9105777529	0.7672938132	0.0632101767	0.0103685489	0.0521169978	non_gov	heavy
	190	284.4118220385	351.0493013432	886.5041770737	287.6398913831	141.432524817	26.6851851852	3.8333333333	1.8796296296	0.290747416	11664	3456	51.75008193	1662	3211.589118	676.3523334	91.09599641	94.00329602	1433.974335	491.8619075	942.1124278	1237.904268	2481.229814	1660.913692	487.9089246	42.79177047	926.3108559	26.24614932	279.1740978	25.8128105987	996.2142566	2761.5985	159	1254	72	640	294	409	6.919382504	0.9256269628	0.3272367953	0.9728483714	-0.0440026315	-0.0055824412	1.2652212867	0.3101935584	0.8598853709	0.5171625731	0.1519213407	0.0133241735	0.0869270905	non_gov	heavy
	191	1933.6619777103	1054.6661702426	5054.2998674811	152.7881869012	748.4773908676	5.3333333333	2.6666666667	2	0.32	9	9	32.4069618	303	934.9842848	203.2017832	17.98602497	24.60583859	445.3004374	110.8522548	334.4481825	379.3129827	738.439703	488.2266887	80.00779532	2.924617778	353.3546195	0.783755244	29.5781455	26.3509047215	363.4486	802.9650416	13	233	26	141	37	125	25.5	1.0111607918	0.7972080114	0.1956366503	-0.24843952	0.1336949894	1.1974427387	0.3887216137	0.8588005752	0.5221763581	0.0855712728	0.003127986	0.0316349119	non_gov	heavy
	192	947.0407880775	1204.390576169	2206.2547514175	1251.7339092384	292.9600988811	11.5833333333	6.9444444444	1.9722222222	0.3535200523	1296	468	124.355659	965	776.0000692	98.85304383	7.599482844	17.45970222	383.2120888	128.5257977	254.6862911	248.2175866	589.8583278	571.3475364	96.0318903	3.036721101	53.81922219	4.665491161	71.75180779	26.9224753122	158.6216124	714.8100931	101	727	28	462	153	168	11.14671815	-0.1312257243	0.3652834789	-0.6084390369	-0.512691492	-0.4568654549	-0.2468564807	0.2044092761	0.921146945	0.7362725328	0.1237524249	0.0039133	0.0924636616	non_gov	heavy
	193	1975.5065275248	2017.6890971099	5108.3967415369	1843.2515959597	739.4529175686	11.3333333333	9	2.3333333333	0.599111867	9	6	19.24508104	94	488.4364988	33.81498666	2.559855166	11.37909008	268.3705163	119.5644986	148.8060177	105.9059001	430.2196123	440.4181051	9.931457921	3.84752947	40.12804082	2.140056588	2.271917415	25.6380411456	83.28787532	457.6791779	14	73	1	39	7	30	10	-0.8698822984	-0.1849324338	-0.9960402169	-0.4574937549	-1.1659251478	-1.309288616	0.1705193521	0.9370290284	0.9016895875	0.0203331609	0.0078772358	0.004651408	non_gov	heavy
	194	4387.4001758733	3105.6041608695	9241.3628747318	1446.4515107548	1262.4812351868	20.5	10.5	2	0.2195290859	4	4	70.69456744	128	181.0605887	9.927258206	0.695540384	4.552627967	89.85117141	42.87058002	46.98059138	33.08206266	153.9867903	158.5263264	4.445607754	2.21308304	19.17023174	1.074926048	1.074926048	23.9507113278	31.74193388	168.1614761	5	98	1	54	14	24	16.52631579	-1.0528126259	-0.3428512772	-1.1151958751	-0.3296156106	-1.4006713316	-1.6046363776	0.1753111161	0.9287580324	0.8755429745	0.0245531498	0.0122228866	0.0059368306	non_gov	heavy
	195	2602.5086940845	3116.3826042567	9729.9840199614	2387.4355275578	1095.2534273376	38	18	3	0.4390581717	4	2	267.1558003	155	58.01857935	2.729714632	0.191253891	1.251843653	24.70652542	11.7881944	12.91833103	10.1762426	44.05139008	49.70805372	2.931803431	0.608535109	6.260915653	0.295574196	0.295574196	20.5524302848	8.728132134	54.471689	14	99	5	47	10	59	10.33846154	-1.1516196799	-0.342851276	-1.1616046593	-0.576588157	-1.4510175581	-1.6956340476	0.1504368468	0.9388663013	0.8567609596	0.0505321479	0.0104886248	0.0050944749	non_gov	heavy
	203	411.1255588903	385.6697996602	1362.673836798	295.1359225633	263.9199238452	9.7058823529	3.1176470588	2.8235294118	0.4636630645	289	153	33.70709123	286	848.486148	122.0257536	6.567600105	6.09701362	246.1211576	49.29862204	196.8225355	94.37098944	332.9644568	697.291711	26.55564266	4.4480762	126.3240582	0	11.16915944	25.7952640851	144.5007494	765.4585276	56	192	3	132	25	46	5.836065574	0.0774270315	1.0401968184	-0.7832231043	-1.5728095194	-1.8926140927	-0.0026970388	0.1703041938	0.9021461687	0.8218068293	0.0312976738	0.0052423675	0.013163632	non_gov	heavy
	204	1276.869642562	2238.9154419509	4101.5043709638	1916.0465546407	483.4649874303	14.1379310345	4.5517241379	2.9885057471	0.427349587	7569	2088	42.24693091	1195	2828.60784	673.1717556	61.78471117	22.06464403	1441.760376	218.0366648	1223.723711	477.9271	1719.181892	2441.349372	106.7051885	80.07847072	316.6178064	24.98505328	40.03713035	33.040653944	506.1755467	2504.024364	153	876	19	415	244	167	7.577319588	1.2735046089	1.2853684433	0.4175326329	-1.530250985	-1.4952940067	1.5507807729	0.1789486473	0.8852497432	0.863092203	0.0377235709	0.028310206	0.0141543588	non_gov	heavy
	205	591.9703074611	310.5668198095	870.1018967515	35.338222648	13.0352523675	4	2	1	0	9	6	20.37728141	152	745.9287475	232.0675426	12.40329004	10.24566111	427.1099992	48.35867362	378.7513256	169.8701087	565.5242369	623.3143702	47.63626564	14.55936134	76.77536218	0	11.14652935	34.1975601693	156.9417495	674.9140822	20	111	1	48	39	25	6.183673469	2.2022766062	1.475251938	-0.0264846663	-1.1194005383	-1.090896164	2.0434389025	0.210397776	0.9047969856	0.8356218637	0.0638616836	0.0195184344	0.0149431556	non_gov	heavy
	207	2173.1153079581	1645.3867926902	5342.0036600654	1061.7654699829	709.289332547	17.24	6.36	2.72	0.4848869138	625	350	14.42371064	392	2717.747255	626.5682856	19.09504148	27.91374157	861.4472164	60.31229846	801.1349179	606.4891477	1107.169622	1576.276271	440.3325477	21.20343414	539.4253629	2.698775385	241.0334882	25.2436513999	724.8591994	2374.947143	30	279	9	195	17	142	13.11398964	1.1790080788	1.6911338188	-0.8440440438	-1.3592363148	-1.1223498393	1.110453225	0.2667132487	0.873866081	0.5799936944	0.1620211544	0.0078018418	0.0886887063	non_gov	heavy
	208	1171.7989111509	823.3038060104	2531.0742371804	521.4855200005	378.9268239839	17.1764705882	5.2352941176	2.5294117647	0.4920197246	289	153	12.33112269	351	2846.456149	349.9180415	20.71920136	26.40767593	438.4193742	39.29429127	399.1250829	315.0674338	646.7781786	1983.774871	337.5000495	12.76566012	402.1393131	5.582093107	182.6503377	19.1177333344	517.7057692	2513.599033	20	275	18	168	15	133	16.89922481	-0.1878321853	1.593138582	-0.8225115242	-1.4280140792	-1.8962967502	0.1348199071	0.1818773036	0.8830626229	0.6969279578	0.1185685048	0.0044847556	0.0641676274	non_gov	heavy
	209	840.878173892	661.7683145146	1567.9471956111	466.8702800227	292.1854664142	11.375	4.3125	2.375	0.3842997095	256	128	11.29888087	394	3487.071016	425.6361488	39.26879285	42.50955758	525.012547	31.00646904	494.0060779	522.897677	771.4225953	2211.119982	641.2160518	8.5096755	480.0897137	8.253103188	286.2076773	19.8425495934	692.4756518	3030.962469	38	294	18	167	17	145	8.390625	-0.1988808537	1.745862061	-0.4834365668	-1.2263424753	-1.6260983412	0.4294365874	0.1985837537	0.869200098	0.6340908952	0.1838838523	0.0024403505	0.0820768135	non_gov	heavy
	210	1464.0000011852	1359.6376526913	2723.3453269705	1303.6347946767	425.830182577	9.1923076923	3.8076923077	2.2692307692	0.421644427	676	338	12.59819887	523	4151.38708	650.111834	73.51135174	56.71351043	798.5894687	74.96207594	723.6273927	598.7829479	996.2587959	2664.869141	729.4128813	8.518173357	627.9976384	8.514083423	282.3264543	20.819485739	956.2548609	3522.581511	47	406	10	222	81	157	16.04301075	0.2398141007	1.571950588	0.0654448719	-1.1245303321	-1.6654347268	0.8801878683	0.2303458681	0.8485312121	0.6419225887	0.1757034136	0.0020518861	0.0680077403	non_gov	heavy
	211	508.229468559	422.2397704567	936.8416525398	339.1226919958	164.1902680975	7.1782178218	2.6831683168	2.396039604	0.4355449315	10201	3737	34.3380093	1543	4493.562765	985.8782836	83.66586209	141.7478718	2007.862247	409.1333541	1598.728893	1482.02949	2735.946725	2095.215727	1540.605684	15.16176562	345.9391641	0	684.6965875	25.8611435278	1113.116	4031.881037	210	1117	38	623	414	241	6.703065134	1.0374031624	1.0228934014	0.1430453211	0.1134607404	-0.38844005	1.2503495732	0.2477134644	0.897257087	0.4662704933	0.3428472605	0.0033741079	0.152372766	non_gov	heavy
	212	509.0749053762	498.813969028	1262.1810811887	429.4500176812	198.4643899913	31.7384615385	4.2205128205	2.4102564103	0.4276204242	38025	10920	61.14944815	2870	4693.419298	1037.344729	94.89558915	71.90833787	2332.604552	748.2414932	1584.363059	1346.885257	3658.581509	2752.278315	969.9518007	27.69067538	685.5924407	21.54319411	464.822412	26.7873576876	1157.036383	4165.731726	323	2161	114	1175	710	486	5.632277835	1.0580195541	0.4383044953	0.2792618603	-1.0096318254	-0.6832245838	0.9588637617	0.246523123	0.8875686278	0.5864121955	0.2066620813	0.0058998938	0.0990370522	non_gov	heavy
	213	436.8443426677	788.7762835865	1339.8122401709	752.05878796	182.3709381756	27.8333333333	3.8666666667	1.8666666667	0.2709059887	900	390	29.2232059	855	2925.757026	820.0266571	108.7981478	54.31460685	1347.355618	448.4640801	898.891538	1053.768611	2339.096933	1554.105663	577.2674955	21.75675893	548.998151	0.007297294	385.6023111	26.1028321448	905.3323883	2428.582222	106	604	5	367	211	158	5.148514851	1.810653653	0.3779893814	1.7239623039	-0.78511834	-0.1795386447	2.2074315038	0.3094352608	0.8300696881	0.5311806993	0.1973053437	0.0074362836	0.1317957396	non_gov	heavy
	215	798.5981531382	1497.7838254364	1968.3313617677	1605.2114107926	240.121010174	5.0434782609	1.9565217391	1.8260869565	0.2741545894	529	253	17.10348874	341	1993.745283	335.6178938	21.50969479	44.00322948	781.4342088	199.0125642	582.4216446	800.2359147	1341.095705	1171.632154	384.6414439	33.13167472	153.1419722	16.8556886	341.8278774	28.4217943334	450.3241695	1794.379625	25	266	1	193	48	87	9.681818182	0.3888524815	0.7685409407	-0.5236819548	-0.5423878572	0.1039956228	0.4189981365	0.2258684564	0.9000044491	0.5876538814	0.1929240647	0.0166178072	0.1714501247	non_gov	heavy
	216	564.5900521721	490.1677593294	1094.5916888731	419.2957416081	213.2588222025	6.0485436893	1.7475728155	2.1553398058	0.3864834187	10609	3605	50.73964744	1836	3618.472127	515.5980353	22.65578711	59.12129517	1390.314307	480.7650134	909.5492932	1409.314521	2673.574895	2547.03293	442.1377863	114.5784591	245.4569531	19.43632584	446.8145033	28.3474535061	598.2312924	3338.865894	306	1233	16	735	270	312	4.801996672	0.0605941255	0.3132985005	-0.9091723608	-0.9391841186	0.0221398544	-0.2580690341	0.1653270417	0.9227280954	0.7038973469	0.1221890817	0.0316648727	0.123481538	non_gov	heavy
	217	352.6319854106	282.1654285092	875.8703117081	175.4935095435	148.619199956	8.0989010989	1.8901098901	1.9450549451	0.3020446429	8281	2639	74.0146308	1394	1883.411408	149.5367643	46.55608858	27.98294337	876.3871647	391.9009281	484.4862366	486.8454828	1549.278694	1761.079783	24.72058042	10.38463377	62.0197034	0.316919325	41.36208449	26.7388677788	143.9136071	1842.440735	217	947	19	445	263	174	4.676886792	-0.74076688	-0.1932139568	0.6624296839	-1.0417190764	-0.8792163458	-0.3250485971	0.076411137	0.9782465622	0.9350478475	0.0131254278	0.0055137363	0.0219612583	non_gov	heavy
	218	972.8369863859	805.5096810923	2594.2446991437	483.8652468223	386.5945068695	14.6964285714	5.6607142857	2.5178571429	0.4869521248	3136	1120	73.85963677	1345	1821.021682	144.0118649	46.93808958	25.39170883	846.9471681	392.7572881	454.1898799	481.2968774	1458.221269	1724.333966	16.37210582	0.370137925	49.12404451	1.850689624	37.26695779	27.0283259083	127.0831972	1781.942589	145	981	7	491	232	155	5.789473684	-0.7447519351	-0.2759244754	0.752399979	-1.1049863713	-0.8392418563	-0.3228960929	0.0697867568	0.9785400177	0.9469046871	0.0089906155	0.0002032584	0.0204648622	non_gov	heavy
	219	503.8317341738	380.3466274625	1026.6790676877	237.2740843745	92.794103336	5.4489795918	1.9795918367	1.7755102041	0.3533596792	2401	980	47.31257939	924	1952.968982	148.1637819	45.91212855	39.40664634	888.7362261	430.1960792	458.5401469	513.8673049	1573.645911	1842.953071	19.67875768	0.132781363	64.61915425	0.373204771	37.09961622	27.2531243274	139.8738369	1913.087033	165	585	2	274	89	110	2.24535316	-0.7856125164	-0.3774488495	0.5593923653	-0.6734205071	-0.8473575592	-0.5093289849	0.0716211257	0.9795788108	0.9436673536	0.0100763288	6.79894889390516e-05	0.018996521	non_gov	heavy
	220	509.1637621879	479.6843682013	894.5566687596	480.7680755192	174.0895539508	3.9523809524	1.380952381	1.7619047619	0.4355555556	441	189	40.83405632	673	1648.134084	101.4674258	19.86170888	22.02059028	711.5673093	325.5593151	386.0079943	480.7851221	1340.650896	1576.931598	18.55192713	3.022433959	32.9429802	0	24.61124796	27.2628819291	76.85617783	1610.569547	118	440	2	185	78	72	4.414364641	-0.9672496416	-0.24490553	-0.4161910587	-1.1453271132	-0.6505957403	-1.0324945458	0.0466322362	0.9772078392	0.956798123	0.0112563215	0.001833852	0.0149327947	non_gov	heavy
	225	10.2245198242	152.2189751781	153.7194262345	153.7194262345	2.53570878580181e-08	3.5714285714	1	1.5714285714	0.2142857143	49	14	49.22038425	67	136.1224643	18.17824406	0.964647385	0.428732171	36.93527655	6.38810935	30.5471672	12.49754279	48.18949604	113.14242	4.0086458	0.428732171	18.88565214	0	1.92929477	25	21.26511569	123.4963019	4	49	6	30	13	17	3.588235294	-0.0530456226	1.1768301841	-0.8388877057	-1.852216166	-2.0261920663	-0.0492580841	0.1562204725	0.9072440948	0.8311811029	0.0294488189	0.0031496063	0.0141732283	non_gov	heavy
	228	942.7009967506	745.8622989221	3395.886102173	466.4209680607	578.4715440392	17.875	4.4166666667	2.0416666667	0.3620847888	5184	1656	53.01192311	1198	2259.868968	744.6828184	34.56170076	26.0434661	977.3215763	148.0062471	829.3153291	702.885528	1391.07252	1181.155791	458.6329365	23.06284835	450.9722289	0	243.36203	29.9086706678	700.0275234	1905.242225	189	863	118	484	215	318	7.765864333	2.4361366277	1.2843132308	-0.1400947482	-1.2724673957	-0.5176869017	2.08790146	0.3097646515	0.8430764137	0.5226656093	0.2029466943	0.0102053919	0.1076885578	non_gov	heavy
	229	840.6799807156	651.6643166015	2835.7000863658	415.5080753218	480.606542842	15.619047619	4.8412698413	2	0.277501072	3969	1386	26.66880478	968	3629.708973	1460.241644	77.1583651	75.87765724	1452.472214	118.422338	1334.049876	798.7438577	1858.460826	2352.800084	475.7702653	31.15328082	689.4232984	0.064446054	163.7030507	25.6659551215	934.0330876	3041.222039	214	637	45	293	184	264	5.03125	3.3604967782	1.6335849118	0.3676931229	-0.6231072124	-1.1436921803	3.0415035186	0.2573300214	0.8378693889	0.6482062616	0.1310766976	0.0085828591	0.045100875	non_gov	heavy
	230	326.2282503067	337.7719137856	836.2804055209	284.3892206258	146.5468431961	6.6785714286	1.8214285714	1.6666666667	0.2812772443	7056	2268	29.31714801	930	3172.20488	876.4879503	69.9361055	80.68443788	927.0649465	59.61542585	867.4495207	814.7994806	1263.797003	1591.743124	932.1657074	15.67426746	435.2756941	2.819010108	317.6213839	23.4714857757	719.3880659	2710.084201	145	664	37	340	132	181	6.447852761	1.7601538635	1.719647492	0.434879296	-0.3094992695	-0.8904702097	2.1842751555	0.2267785635	0.8543219318	0.5017781588	0.2938541937	0.0049411271	0.1001263777	non_gov	heavy
	231	892.8474271355	1004.9985424128	1767.2017878453	1076.3374807225	194.9390889901	5	2.6818181818	1.7727272727	0.2288439955	484	242	17.03174098	399	2342.684759	443.1172227	68.01354846	56.34523667	571.5541436	65.59211802	505.9620256	535.319317	756.1511242	1055.179203	823.8826877	11.9048002	326.5641181	0.688885725	199.015585	23.2386957328	545.2360605	1999.544106	60	249	20	132	49	80	14.57042254	0.6532124397	1.4675680039	1.029685972	-0.4052560112	-1.0855487536	1.6530608986	0.2327398334	0.8535267489	0.4504145079	0.3516831211	0.0050816911	0.0849519272	non_gov	heavy
	232	562.4710043658	425.1986149319	1212.8021590403	307.2781821454	127.5729562385	10.962962963	3.1666666667	1.7962962963	0.2058890959	2916	1026	22.88694453	566	2473.025612	484.652064	56.65348521	76.6763145	846.0981919	80.00498614	766.0932057	901.4849358	1170.835142	805.418375	1151.429673	16.38472327	199.2425196	6.319231303	414.3008025	24.076968069	619.1913731	2185.489875	98	360	21	222	61	129	9.593023256	0.7399106551	1.5685059551	0.5082782749	0.0761071412	-0.1495528908	1.6078939973	0.2503780673	0.8837311932	0.3256813723	0.465595531	0.0066253755	0.1675279061	non_gov	heavy
	233	1802.0411311019	1373.6741484277	3169.6460616072	1006.5615195383	470.7299561944	14.4137931034	3.1724137931	2.3793103448	0.4630905047	841	493	22.10625868	516	2334.180593	489.5569883	37.16482377	79.7806701	1017.808268	120.2410064	897.5672613	1116.925461	1499.649921	527.4400033	1303.322521	20.85547515	80.28113718	9.861161477	534.2860371	25.7717760215	570.0695721	2130.962418	37	395	26	281	86	127	10.14193548	0.9146605233	1.4507002294	-0.0865957594	0.2958473877	0.6347867865	1.4317596528	0.2442268494	0.9129381096	0.2259636657	0.5583640464	0.0089348164	0.2288966152	non_gov	heavy
	234	1817.7382170349	2101.9118597984	4131.4865312913	2108.7957631217	612.3931512875	24.6363636364	12.4090909091	2.6818181818	0.4349629697	484	308	41.54726606	692	1665.57289	406.6345138	24.07854665	19.87328247	703.8150217	226.0792894	477.7357323	641.8937707	1315.184633	757.8036323	478.349064	10.90497756	197.8108993	0.477447687	261.1707737	26.4245253417	480.706395	1408.214607	47	544	15	350	112	145	17.55897436	1.3516669693	0.4360830325	-0.2113664454	-1.2442595663	-0.0059950514	0.9634636734	0.2886132441	0.8454836264	0.4549807678	0.2871979166	0.0065472833	0.1568053703	non_gov	heavy
