	HEX_600	HEX_weighted_average_distance	HEX_weighted_mean_home_distance	HEX_weighted_max_home_distance	HEX_weighted_median_home_distance	HEX_weighted_radius_of_gyration	HEX_weighted_num_reporting_2015	HEX_weighted_HEX_coverage	HEX_weighted_subject_coverage	HEX_weighted_subject_hhi	HEX_total_reporting	HEX_total_user	HEX_normalized_total_311_per_100	HEX_num_311_including_government_users	HEX_total_population	HEX_income_below_poverty	HEX_below_poverty_unemployed	HEX_above_poverty_unemployed	HEX_total_housing_units	HEX_Owner_occupied_housing_units	HEX_Renter_occupied_housing_units	HEX_less_than_bacholar	HEX_estimate_total_for_degree	HEX_White_population	HEX_Black_or_African_American_population	HEX_American_Indian_and_Alaska_Native_population	HEX_Asian_population	HEX_Native_Hawaiian_and_Other_Pacific_Islander_population	HEX_Some_other_race_population	HEX_Mean_travel_time_to_work_minutes	HEX_Foreign_born_population	HEX_Citizen_population	HEX_obrien.IndividualNeeds	HEX_obrien.PublicNeeds	HEX_minkoff.CausedByHumanBehavior	HEX_minkoff.CausedByUsage	HEX_wheeler.Detritus	HEX_wheeler.Infrastructure	HEX_600_coverage_in_HEX	HEX_income_below_poverty_percentage	HEX_renter_occupied_housing_units_percentage	HEX_below_poverty_unemployed_percentage	HEX_above_poverty_unemployed_percentage	HEX_less_than_bacholar_percentage	poverty_index	HEX_Foreign_born_population_percentage	HEX_Citizen_population_percentage	HEX_White_population_percentage	HEX_Black_or_African_American_population_percentage	HEX_American_Indian_and_Alaska_Native_population_percentage	HEX_Some_other_race_population_percentage	user_type	frequency
	302	429.4532475638	422.4946787558	952.9287511208	377.3395803175	145.8633614599	31.2126865672	10.1865671642	1.4291044776	0.0928864027	71824	49580	35.85225028	1026	2861.745056	510.2818143	93.34615516	91.77412886	908.7585893	281.0857936	627.6727958	1329.639063	1633.644007	350.01062	1888.132769	16.84863177	77.99845553	1.754338906	618.2306499	37.367313065	1037.607922	2311.117526	236	636	3	378	197	98	3.873239437	0.5447355729	0.4988209977	1.3573094512	0.179774225	0.5690224088	1.4122976824	0.3625787419	0.8075902922	0.1223067091	0.6597837096	0.0058875377	0.2160327485	all	all
	303	554.2167569022	649.4014801227	1437.9461969805	556.0359537719	201.9373046426	26.2092050209	9.1548117155	1.6192468619	0.1986966067	57121	37762	32.61713514	866	2655.046178	515.9602754	75.0934991	126.541693	882.2970349	302.1636855	580.1333493	1435.125512	1734.063973	426.9821042	1343.783326	17.23794998	45.17081791	2.239495518	897.5733776	29.8926578301	939.6654346	2207.317733	170	577	11	300	192	115	3.771159875	0.7496955162	0.3375809324	0.9873698648	1.2561739068	1.0869970257	1.3139145146	0.3539167953	0.8313669839	0.1608190877	0.5061242765	0.0064925236	0.3380631889	all	all
	304	463.5412671331	667.6989185539	1150.6135341393	645.5326746498	131.5522073286	39.6181229773	11.7896440129	1.6763754045	0.1627119211	95481	60564	42.95183501	1338	3115.1172	554.5194745	81.18565557	146.3132261	1100.163123	385.7323008	714.430822	1413.324319	2102.581785	1132.575276	1123.958759	73.05192226	88.4778215	32.71869698	936.8517428	29.7137453372	833.6062484	2753.431198	264	902	15	545	262	188	3.651911469	0.5408689519	0.2980086592	0.7978065706	1.2083962228	0.4944562963	0.9877696686	0.2676002843	0.8838932924	0.3635738893	0.3608078563	0.0234507781	0.3007436583	all	all
	305	415.5162066037	476.118381352	985.210969543	411.9160605087	146.3182929566	33.9936305732	10.9203821656	1.5127388535	0.1495849818	98596	68766	36.13150711	1333	3689.300853	563.2558549	52.45946984	61.30732844	1237.078852	530.8034836	706.2753684	1331.044892	2461.577749	2125.893215	327.0193933	25.11353023	951.2656837	3.048683233	427.5975238	29.2256677855	1273.618731	3208.556931	322	829	17	457	214	211	4.426523297	0.2167256145	-0.083449416	-0.2127347719	-0.8869706667	-0.139606877	-0.0466223325	0.3452195366	0.8696924048	0.5762320016	0.0886399365	0.0068071245	0.1159020478	all	all
	306	513.0515070266	470.9194935066	964.8465295114	529.5303260626	166.9235033434	20.7205882353	8.2794117647	1.3676470588	0.1193401615	4624	3604	18.45966861	284	1538.489157	233.9582442	18.95623002	35.43084732	547.7262398	228.1075024	319.6187374	542.460675	1050.966206	886.2160893	141.8451367	6.496150056	426.2188628	0	129.201191	29.0707049301	557.257071	1304.343008	77	177	2	99	66	30	5.857142857	0.2090154146	-0.0221185327	-0.3746968307	-0.4443001154	-0.1955111447	-0.1093040743	0.3622105937	0.8478077353	0.5760301171	0.0921976837	0.0042224217	0.0839792666	all	all
	307	1429.9827175509	2735.808699605	4334.9416236478	2436.4656538683	470.8549755693	127.125	35.875	3	0.3463582475	64	48	8.7593766	62	707.8129281	306.7047355	18.62065238	19.07139752	265.5249832	1.846329333	263.6786538	130.2536988	357.9532208	246.5056865	98.11021602	10.68309056	224.3149906	0	131.9100166	24.6140728326	361.5266508	435.261864	0	42	3	18	8	28	5.48	3.8071236219	1.9687277702	0.8187536218	-0.1740541767	-1.3458743819	3.7152998121	0.5107658202	0.6149391269	0.3482638939	0.1386103759	0.0150930989	0.1863628246	all	all
	308	260.6460738001	538.6665593275	904.1348395514	521.8007074253	92.7403365679	14.8695652174	7.5217391304	1.5217391304	0.1155061729	529	345	6.898203069	50	724.8264439	314.7471823	19.10424604	19.48254794	271.8099165	1.513207607	270.2967089	132.9731185	366.00709	251.9490666	100.4391549	10.97075515	229.8184054	0	135.4320809	24.6	370.5467129	445.2613385	21	18	3	0	1	17	13.08823529	3.8189541611	1.9754675787	0.8229934401	-0.1785559062	-1.3497482232	3.7281426185	0.5112212944	0.6143006264	0.3475991649	0.1385699373	0.0151356994	0.1868475992	all	all
	317	183.7397515827	122.1744436282	204.4971853306	125.3872043893	5.6300200485	3	1.2	1.1	0.1028928337	100	80	35.50384804	42	118.2970363	7.404852653	0.451515406	1.715758541	41.49426578	38.2885064	3.20575938	22.16940642	83.62065313	101.0491478	6.456670301	0.993333892	12.28121903	1.354546217	3.386365542	26	18.01546469	111.840366	4	37	0	27	9	28	1.181818182	-0.9356869286	-2.4834182621	-1.1004050774	-1.0329008827	-1.3227961518	-2.7494513314	0.1522900763	0.9454198473	0.8541984733	0.0545801527	0.0083969466	0.0286259542	all	all
	318	119.2912429622	121.4693774007	233.1598267549	89.1374687442	22.7071517004	3.0603448276	1.1637931034	1.1465517241	0.0690845406	13456	8584	81.57043916	356	436.4326141	27.31868272	1.665773336	6.329938678	153.0845696	141.2575789	11.82699069	81.78947082	308.5012219	372.8000727	23.82055871	3.66470134	45.30903475	4.997320009	12.49330002	26	66.46435612	412.6120554	81	249	0	174	46	120	1.13125	-0.9356869283	-2.483418262	-1.1004050776	-1.0329008822	-1.3227961515	-2.7494513312	0.1522900763	0.9454198473	0.8541984734	0.0545801527	0.0083969466	0.0286259542	all	all
	319	646.4873230722	1130.6806692687	1892.468209003	1073.230335348	185.6986558023	6.6241134752	3.1985815603	1.4893617021	0.1700112403	19881	12831	75.00832591	595	793.2452734	53.17347052	2.206494234	6.756039397	312.1406899	235.8089019	76.33178803	101.7564786	574.5016299	700.0407828	50.13237015	2.217915834	79.80491421	3.390029193	12.75585155	26.3406971357	119.4058642	732.4965907	90	405	5	247	100	134	3.257028112	-0.8789166234	-1.6701549476	-1.1887398173	-1.4462180104	-1.7262848804	-2.3461581424	0.1505283022	0.9234175296	0.8825023057	0.0631990783	0.0027960026	0.0160805894	all	all
	320	501.533538416	525.0167851442	1102.6214797778	448.3808844514	106.834308379	10.9651741294	4.6567164179	1.447761194	0.1393083412	40401	29547	62.90608188	1060	1685.051697	164.7597813	10.59336633	20.02512801	716.3295372	420.3297409	295.9997963	228.2190955	1276.526644	1436.010258	142.6246232	0	137.004981	2.294320726	62.02781524	28.5378430316	268.1938319	1540.591326	176	759	24	398	209	217	3.645308924	-0.4855847171	-0.850136747	-0.8896456881	-1.2137673893	-1.6774319937	-1.4703550382	0.1591605957	0.9142694724	0.8522054609	0.0846410964	0	0.0368106304	all	all
	321	393.5934219599	462.0136306616	899.6679853085	394.4384181194	103.8448376598	18.7853107345	4.9604519774	1.6836158192	0.1670925415	31329	17700	42.49962278	849	1997.66479	277.164946	13.94683188	49.86474677	860.3355361	402.2487983	458.0867378	403.243492	1576.700421	1551.689213	232.3369504	3.038048039	103.2249929	0.057092048	155.7920894	30.7035319356	346.1539246	1850.736694	126	628	8	419	152	179	4.878481013	0.0385324815	-0.2704759568	-0.8303488579	-0.3109279924	-1.2241664978	-0.7288508832	0.1732792841	0.9264500747	0.7767515455	0.1163042727	0.0015207997	0.0779871028	all	all
	322	430.9641770826	496.3135933535	1071.3811387548	422.9759285203	151.824924374	44.8235294118	12.8914027149	1.6244343891	0.1595453644	48841	31382	47.46686117	1054	2220.496519	266.1810691	26.93145965	75.96658989	884.5164198	366.4777405	518.0386793	705.9066168	1659.750912	1243.389887	464.9696114	15.97957766	144.6385939	7.449568625	429.9443126	31.3541335652	625.3582346	1884.77099	218	707	35	442	150	279	5.420792079	-0.2028811995	-0.0117290323	-0.3911447999	0.3276692602	-0.4322318935	-0.3932890416	0.2816299099	0.8488060998	0.5599602955	0.2093989373	0.0071963984	0.1936253036	all	all
	323	475.1075694095	636.2454477476	1176.3799409243	578.1438417992	166.2626383022	34.3949579832	10.7731092437	1.9579831933	0.2297538483	14161	9044	46.8889655	562	1198.576241	185.9035403	18.54359844	35.97293224	450.9651358	166.8855661	284.0795698	442.6126261	875.1320667	566.6455786	317.2155358	6.083562201	82.07368048	3.911376641	272.9380943	31.6413812557	368.9092183	998.986391	124	341	4	201	64	103	4.776595745	0.2478249269	0.2034546184	-0.1058990133	0.0378169782	-0.0816222944	0.201228986	0.3077895303	0.8334775518	0.472765569	0.2646602902	0.0050756573	0.2277185922	all	all
	324	437.2511831012	494.8785594381	1021.091728856	431.5158048704	151.6637618073	28.0057142857	9.0457142857	1.5028571429	0.1412283822	30625	18900	27.82769808	675	2425.640806	642.7625148	110.0215233	85.12609672	975.4636788	127.2171852	848.2464936	1193.643037	1402.327334	341.5640091	1657.656323	1.59906061	34.04398265	0	501.5223209	37.0956415693	550.2335403	2151.824049	141	416	9	281	95	88	9.109311741	1.6536230296	1.3685039446	2.4443614195	0.3886112538	0.7564747344	3.1892762518	0.2268404864	0.8871157031	0.1408139277	0.6833890323	0.0006592322	0.2067586922	all	all
	325	371.237457149	436.1595806956	922.6559704168	384.4213428324	123.6168480299	12.8989547038	5.362369338	1.3554006969	0.1172662703	82369	54530	31.25003756	1057	3382.395935	876.6937567	154.1979713	112.3111953	1385.77319	203.7125916	1182.060598	1756.709622	2077.410142	428.1712195	2342.498745	5.391206809	55.71302206	0.918929833	658.6886083	35.1344360682	752.4321658	3046.182299	262	632	2	336	220	107	5.595174263	1.5795025721	1.2878718636	2.4640450516	0.258155054	0.9426024124	3.1319289253	0.2224553779	0.9005989711	0.1265881428	0.6925560431	0.0015939018	0.1947402436	all	all
	326	442.2876048271	498.1938224504	1238.0149707509	403.3950978645	192.5604729677	22.9504132231	7.7658402204	1.5316804408	0.1606228094	131769	83490	39.63808657	1103	2782.677207	618.0632147	180.8970182	78.33021858	983.7592338	171.862476	811.8967578	1377.182036	1558.642914	273.1851389	1840.735134	106.2546439	28.10908934	30.89737679	601.9442124	36.0657041054	741.647888	2378.703186	255	687	10	384	216	123	4.376126126	1.1050892817	1.1532222054	4.1211806355	-0.0908566306	0.7757102804	3.624976594	0.2665231476	0.8548254106	0.0981734921	0.6614979019	0.0381843225	0.2163183753	all	all
	327	543.0412260624	506.6394563038	1178.5293448298	456.8750502014	190.6786885297	52.5147679325	16.0886075949	1.6455696203	0.1583879371	56169	34128	26.80940151	751	2801.256118	585.3569409	160.5086451	115.128699	913.4462446	202.430298	711.0159466	1478.579053	1662.208378	310.7666822	1775.758406	77.64341415	14.56855572	17.12349535	700.2773498	34.6254408726	870.1393256	2360.226684	187	452	3	260	150	98	3.934210526	0.936870364	0.9251580559	3.4633181065	0.8031591954	1.0003268263	3.0703802672	0.3106246944	0.8425601175	0.1109383323	0.6339150478	0.0277173564	0.249986906	all	all
	328	379.5774138351	502.0638530667	910.5573981478	472.2118893494	107.3179510487	26.1041009464	8.9716088328	1.4258675079	0.1188401013	100489	65936	29.74074903	1004	3375.839657	571.7893893	109.2800787	164.7481749	1116.917755	353.6913552	763.2263997	1913.033157	2203.864323	485.9147089	1603.352368	50.80811514	147.2879539	52.93478666	1241.147378	31.9040123581	1515.878997	2614.679079	268	600	6	299	235	135	6	0.4304315782	0.4630406116	1.336199682	1.3349668154	1.265492624	1.3994316167	0.4490376176	0.7745270347	0.1439389184	0.474949207	0.015050512	0.3676559032	all	all
	329	277.206624443	379.8263670707	901.8883690274	354.6776383838	122.5913872896	11.6343283582	3.671641791	1.5	0.1614315595	71824	41808	50.95793746	1246	2445.153909	387.074033	61.45271366	110.3609587	853.3587264	295.620347	557.7383794	1245.279338	1611.846431	579.1252691	955.4187899	40.47127972	242.6469422	35.18761519	740.7668034	30.9839797931	989.9467068	1974.393569	275	830	14	483	258	185	7.175	0.2887500839	0.3183977234	0.7185009578	1.0817673738	0.8737883967	0.851872513	0.4048606933	0.807472103	0.2368461417	0.3907397348	0.0165516287	0.3029530373	all	all
	330	317.1517226562	309.1200956764	685.8369535985	280.090109592	79.5847734607	11.0466666667	4.3266666667	1.3733333333	0.139078257	22500	15450	54.54287296	673	1233.891732	162.2339635	13.63868832	34.4170878	453.6131768	199.512254	254.1009228	451.3791074	873.2179095	724.4825261	125.2809653	3.669945917	336.3702937	0	82.31653894	29.3586642957	436.1936416	1056.787483	151	430	12	234	120	133	3.474452555	-0.0543866812	-0.1357154825	-0.4828923176	-0.108537886	-0.1052652688	-0.3811337511	0.3535104663	0.8564669457	0.5871524278	0.1015331913	0.0029742852	0.066712935	all	all
	331	150.6720492457	244.4507963925	375.50800411	228.2586612072	44.8857887791	3.5	1.1478873239	1.5352112676	0.1664502158	20164	11644	82.1505713	466	567.2510765	63.68810655	5.137965661	28.12554633	239.2646822	104.0459256	135.2187566	216.1783728	436.3457102	328.460549	86.59058833	0.172119017	149.4440089	0	10.24611298	29.4997646202	200.0342921	474.5671078	108	291	3	121	83	99	2.615044248	-0.3001071516	-0.111543706	-0.6531921724	1.3888194435	-0.0009856589	-0.5943059765	0.3526380123	0.8366085627	0.5790390933	0.1526494914	0.0003034265	0.0180627475	all	all
	344	334.8145135843	774.3569133788	997.0213543666	827.6210198902	131.1395661602	3.4358974359	1.7179487179	1.1794871795	0.0969443856	1521	1014	33.91130617	148	436.4326141	27.31868272	1.665773336	6.329938678	153.0845696	141.2575789	11.82699069	81.78947082	308.5012219	372.8000727	23.82055871	3.66470134	45.30903475	4.997320009	12.49330002	26	66.46435612	412.6120554	25	102	0	52	20	21	1.593220339	-0.9356869283	-2.483418262	-1.1004050776	-1.0329008822	-1.3227961515	-2.7494513312	0.1522900763	0.9454198473	0.8541984734	0.0545801527	0.0083969466	0.0286259542	all	all
	345	30.0387664022	91.2505826944	110.4233839661	95.5465153875	1.1760281638	3.075	1.0875	1.475	0.1800304705	6400	3840	75.53952659	264	349.4859075	21.87621711	1.333915677	5.068879574	122.5868508	113.1160494	9.47080131	65.49525976	247.0411835	298.5303286	19.07499419	2.93461449	36.28250643	4.001747032	10.00436758	26	53.22323553	330.4109133	35	187	0	95	57	61	2.53125	-0.9356869285	-2.4834182622	-1.1004050777	-1.0329008823	-1.3227961518	-2.7494513315	0.1522900763	0.9454198473	0.8541984732	0.0545801527	0.0083969466	0.0286259542	all	all
	346	193.0247561728	352.4988996558	458.8211520995	359.1570313484	8.0234972639	2.5934065934	1.1428571429	1.1868131868	0.1153655372	8281	5642	31.57847871	417	1320.519598	180.7092241	34.10730988	15.6898888	615.0593657	261.1520465	353.9073192	217.2947855	1042.243685	1082.083304	120.584383	0.048426612	87.99762173	10.4649407	97.22744652	32.9608157323	232.778365	1176.794008	75	314	3	187	91	113	2.476439791	0.0142577766	-0.0616617061	0.7779134668	-1.2139318349	-1.4787441517	0.1986890244	0.1762778571	0.8911598206	0.8194375196	0.0913158602	3.66723917413606e-05	0.0736281738	all	all
	347	524.1860819007	663.8742498136	1104.9868507755	632.6544690272	110.2465585577	5.9273743017	3.5586592179	1.3687150838	0.1358396079	32041	24165	49.3031861	895	1815.298505	289.0855157	33.73734963	52.38909354	837.3469835	322.6255327	514.7214508	450.0776243	1399.057983	1400.579513	213.0224052	24.13285438	72.38909025	3.257170716	190.9934022	32.0283171053	343.4158796	1665.887139	171	608	45	341	150	208	3.980555556	0.3008662762	0.1294046076	0.1597955619	-0.0418028641	-0.9097164888	0.2269471887	0.1891787376	0.9176932248	0.771542261	0.1173484166	0.0132941521	0.1052132207	all	all
	348	469.332558315	640.7009513663	1260.6275244465	575.5530718009	179.5092318509	26.1487603306	9.479338843	1.6776859504	0.1787250982	14641	8954	40.53093926	637	1571.63888	282.1227609	33.50789007	60.43453965	746.0011093	246.3854064	499.6157029	486.0423304	1182.660148	1173.60137	203.9593243	39.75803748	34.66812156	0	210.085952	32.2831508091	319.8730403	1453.346558	111	435	13	274	103	132	5.208163265	0.5600523798	0.3968870154	0.3932069124	0.6205028653	-0.4912381418	0.7158201114	0.2035283323	0.924733141	0.7467372976	0.1297749291	0.0252971837	0.1336731705	all	all
	349	270.6160424018	598.1162083516	872.5586107749	608.3542419701	93.4849044178	5.6428571429	3.6428571429	1.3214285714	0.2003428926	784	616	44.72198814	278	621.6181604	94.93331788	12.74430277	21.63901884	239.5682286	95.1633373	144.4048913	217.7376987	469.585187	360.1603083	128.3078141	6.532394382	36.12763619	1.672262766	115.1572806	31.9073356072	163.5562419	534.870791	26	227	7	163	32	128	2.350649351	0.2173253257	0.0713887673	0.3233601081	0.3690403822	-0.2113260959	0.318469933	0.2631136803	0.860449107	0.5793915481	0.206409372	0.010508693	0.1852540481	all	all
	351	813.2541034578	676.6450564393	1611.766483998	634.5677922443	263.8890674044	91.4927536232	26.347826087	1.9565217391	0.1990283658	4761	3036	26.47164309	268	1012.4041	272.9431798	50.68788034	35.18280882	394.7322877	40.24587943	354.4864083	515.4797978	596.5871813	135.1853439	654.2472699	1.122399403	19.86338535	0.001244231	241.3371295	38.5690858946	231.1278864	909.5623673	44	181	2	136	35	45	9.670212766	1.7126316754	1.506862195	2.8462006592	0.3649640911	0.8729656107	3.5330915731	0.228296079	0.8984182969	0.1335290364	0.6462313516	0.0011086476	0.2383802372	all	all
	352	457.7220947792	520.4307462826	1049.3572068674	474.293667704	149.0151443869	39.1789215686	12.4656862745	1.6274509804	0.1949160151	166464	100776	44.45039438	1399	3147.328656	711.476996	162.60439	187.5916917	1162.004362	225.8033769	936.2009851	1664.861521	1953.291736	331.1252661	2156.586881	8.724718268	62.21016005	12.83896409	692.037702	35.1584658044	1112.939131	2559.36593	275	922	17	536	282	233	6.34351145	1.1555781552	1.0578261776	2.9825106137	2.0806630373	1.0081672271	3.025322649	0.3536138906	0.8131867402	0.1052083536	0.6852118468	0.0027721027	0.2198809777	all	all
	353	501.0845997317	477.0913788352	1230.8044665777	447.0752317675	196.9494992898	45.8131868132	13.684981685	1.8388278388	0.2163545392	74529	43407	36.61782032	971	2651.714361	530.706442	104.8353071	145.6312577	859.4750173	194.1429101	665.3321072	1545.069903	1709.247556	317.8360582	1661.025774	26.14128575	57.57753974	12.91937159	682.6249433	34.1768199913	1037.451567	2110.328803	183	623	7	354	209	111	4.667532468	0.8239644186	0.9043805732	1.9474909248	1.7573053701	1.3745755735	2.2315291962	0.3912380542	0.7958356428	0.1198605939	0.6263969447	0.0098582585	0.2574277808	all	all
	354	418.5665947557	437.1999202428	871.5350121338	380.8883919622	111.1237307979	23.0485175202	8.1320754717	1.4150943396	0.1073281426	137641	86072	41.20999521	1225	2972.579817	581.0792061	127.6759293	168.5394167	875.9580919	208.576645	667.3814469	1761.339469	1933.823444	386.2975468	1824.19113	12.47759596	78.16282972	0	762.9750535	32.7461287025	1265.817394	2290.55046	300	751	4	465	245	120	6.728	0.7643803182	0.8449378806	2.2390106085	1.8800792309	1.4418666401	2.3245815887	0.425831255	0.7705597834	0.1299536331	0.6136727161	0.0041975647	0.2566710065	all	all
	355	466.7932205537	488.9834064567	1008.8824772169	463.8020256215	121.4694738962	21.7431192661	8.3577981651	1.4724770642	0.1307389134	47524	33354	31.2302004	1061	3397.352519	613.9600145	97.04737561	158.5150243	1061.933132	264.1828375	797.7502941	1784.332929	2074.355572	517.8648113	1808.831949	28.36756433	532.4881981	1.28481707	585.1516644	30.9709639982	1329.754781	2737.768443	219	702	8	477	236	126	4.726190476	0.5755140954	0.7931001477	1.0114571101	1.1869688402	0.9824856434	1.46878741	0.3914091262	0.8058535073	0.1524318741	0.5324239798	0.0083499031	0.1722375471	all	all
	356	784.0432550037	779.4847898741	1933.6689032132	652.1847671011	275.3478698949	66.4255319149	20	1.8368794326	0.1684072237	19881	12408	35.72806184	644	1802.504717	335.8260275	41.15074302	77.68656685	603.3140693	163.8673317	439.4467376	913.5004248	1160.83506	475.3149569	696.8198854	16.80825795	499.5662869	0	167.0031399	29.5669884128	623.3024737	1557.142747	141	427	5	249	122	161	9.134715026	0.6470758864	0.6820790928	0.5220074806	0.9412531073	0.8567986632	1.1725306626	0.3457979709	0.8638772106	0.2636969282	0.386584223	0.0093249453	0.092650598	all	all
	359	1342.8749339911	1030.2952756511	2606.0173604568	967.4866453695	536.1607466755	200.8	55.8	2.6	0.243062085	25	25	29.45280062	40	135.8105143	4.376278656	0.354270177	1.958905684	59.97585701	44.49216634	15.48369067	37.7818724	104.697257	116.9091584	2.375694128	0.541824977	15.17109934	0	2.667446038	34.7	28.90427855	126.8912416	4	33	0	29	4	28	1.5	-1.3242537622	-1.6039285859	-1.2035058052	-1.0384240258	-0.7032178387	-2.4573493367	0.2128279883	0.9343256099	0.8608255333	0.0174927114	0.0039895658	0.0196409391	all	all
	360	611.2627725839	751.2727285087	1169.3271309482	825.4764557276	177.1287911267	4.2222222222	2.3333333333	1.2222222222	0.3747165533	81	63	9.391339487	39	415.276224	13.38161839	1.083273869	5.989867278	183.3918939	136.0464536	47.3454403	115.5279721	320.1392894	357.4803769	7.264307125	1.6567718	46.38961041	0	8.156415017	34.7	88.38240335	388.0032113	22	12	0	6	4	4	16.69230769	-1.3242537621	-1.6039285854	-1.2035058054	-1.0384240258	-0.7032178386	-2.4573493365	0.2128279883	0.93432561	0.8608255331	0.0174927114	0.0039895657	0.0196409391	all	all
	361	1351.364298889	1175.6741029182	2507.346919458	1124.3736213027	421.5630827629	18.6666666667	12.6666666667	1	0.003220536	36	30	13.2778899	32	241.002149	7.765912426	0.628669101	3.476170324	106.4299808	78.953443	27.47653777	67.04571061	185.7902097	207.4608034	4.215781031	0.961493919	26.92182974	0	4.733508526	34.7	51.29200255	225.1744798	9	21	0	13	1	19	1.230769231	-1.3242537622	-1.6039285861	-1.2035058054	-1.0384240259	-0.7032178392	-2.457349337	0.2128279883	0.9343256097	0.8608255331	0.0174927114	0.0039895657	0.0196409391	all	all
	362	0	83.1760057616	83.1760057616	83.1760057616	211.2673995901	1	1	1	0	16	16	32.30200997	16	49.5325214	2.488395508	0.151321348	2.000804496	20.12573935	15.73742024	4.388319105	16.52765395	38.50287644	44.8415596	2.488395508	0	1.681348316	0	1.143316855	34.8	4.791842701	47.11137982	6	9	0	5	2	5	1.333333333	-1.093787622	-1.7989750668	-1.1654112825	0.7544739479	-0.3246279006	-2.3604440796	0.0967413442	0.9511201628	0.9052953157	0.0502376103	0	0.0230821453	all	all
	363	67.3376940644	78.859900988	111.2942501694	78.859900988	0.0006106161	1.6818181818	1.0454545455	1.0454545455	0.0227272727	484	352	23.02737184	104	451.6364296	22.87974063	1.391494687	17.84396703	182.6492419	143.585146	39.06409589	148.4427548	349.9816815	408.0762313	22.75611392	0.129513701	16.40820278	0.176609592	10.51024486	34.4994698615	44.54869363	429.4725934	27	73	0	38	33	27	1.75	-1.0883883011	-1.819248536	-1.1631912448	0.6934330397	-0.3587164967	-2.3719485826	0.0986383974	0.9509254906	0.9035502997	0.0503859132	0.0002867654	0.0232714727	all	all
	364	0	80.312501886	80.312501886	80.312501886	211.2673995901	1	1	1	0	9	9	2.793065015	16	572.8473885	30.01418749	1.826218579	20.55062491	227.2010298	182.5989465	44.60208326	176.5176745	438.2436484	513.486693	29.21271094	0.839642107	26.43173052	1.144966509	13.77689284	33.263910379	60.97255197	544.2767056	4	8	0	1	3	5	1	-1.0661902544	-1.90463593	-1.1540640821	0.4424775934	-0.4988637966	-2.4204166891	0.1064376886	0.9501251407	0.8963760738	0.0509956256	0.0014657344	0.0240498484	all	all
	365	344.7056573298	794.1892994424	1140.9675081092	777.9577476724	89.2980177356	39.6923076923	11.6923076923	1.4615384615	0.1188580933	676	624	49.18890945	162	329.3425323	19.98775318	2.237854932	9.466281754	126.8922548	104.9120387	21.98021608	89.93947902	247.4478976	290.3863697	17.80058092	1.351065354	21.28085779	1.570683075	8.150674561	31.2017977762	40.6390784	312.9015531	24	123	4	72	22	38	7.603773585	-0.9600658325	-2.0168966068	-0.8462761785	-0.0498664537	-0.738072831	-2.2870069069	0.1233945647	0.9500793928	0.8817153608	0.0540488372	0.0041023106	0.0247483206	all	all
	367	948.7227353542	945.5274790248	2416.4908455968	819.8053349876	346.8871289238	73.9739130435	19.5652173913	2.7826086957	0.3907085479	13225	6670	48.68758085	763	1567.134753	231.8409654	30.45494459	28.452586	595.3950462	233.4950896	361.8999566	565.297471	1118.300477	920.1982075	398.9651078	18.34009907	123.2710971	1.68400564	171.5652055	34.3150163614	405.4766146	1380.836892	53	597	48	392	85	282	6.891304348	0.1561685038	0.0959891195	0.2322001384	-0.7807772976	-0.1400486344	0.2559245332	0.2587375552	0.8811219899	0.5871851197	0.2545825157	0.0117029496	0.1094769963	all	all
	368	510.4902798541	901.7083510131	1352.4189218718	890.856968185	104.3059062003	15.3292682927	5.6463414634	1.3170731707	0.1185852427	6724	5494	21.0547929	349	1657.579828	259.1759042	31.59899794	39.16509317	646.1130661	238.9769716	407.1360945	621.4445745	1181.260939	981.5186649	412.9800857	27.16469925	111.4126949	0	197.719003	33.9870712314	424.3549	1475.104513	64	226	8	143	65	32	4.375757576	0.2638729512	0.2044000209	0.2006114575	-0.4029991475	-0.0432100416	0.3793564434	0.256008726	0.8899146141	0.5921396052	0.2491464234	0.0163881695	0.1192817381	all	all
	369	1330.2364892527	2045.5772123688	3800.6789363267	1798.6204985534	472.3457383202	11.5806451613	7.3870967742	2.1290322581	0.2384962819	961	744	51.0185241	191	374.3738247	68.63582231	9.910301215	9.959922391	135.9638452	48.81631646	87.14752869	154.9327015	271.6344813	216.574553	99.16917656	6.879602942	22.64059093	0	46.41229412	33.8004625552	89.60922645	334.5514126	15	121	16	81	25	62	14.49206349	0.6090051224	0.2570490976	0.8327791845	-0.1975203245	0.2224854109	0.9897870475	0.2393576167	0.8936292832	0.578498118	0.2648934568	0.0183762926	0.1239731281	all	all
	371	87.7250748831	78.7591777683	194.2289704833	31.973859638	18.1596072056	5.2	2	2	0.2469135802	100	50	29.35615648	32	109.0060956	36.18943793	7.164211186	5.528327332	20.3737164	4.297659251	16.07605715	72.27010503	78.23722023	29.01035783	66.84639787	2.2910555	2.858310761	0.210866459	10.91151828	37.7943976452	24.18042955	93.61341675	12	12	6	6	2	4	3.727272727	2.5108948614	0.9770320129	4.1821731075	1.4670789539	1.92271918	4.5591216451	0.221826398	0.8587906597	0.2661351888	0.6132354113	0.0210176824	0.1001000744	all	all
